,Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score
1542,22,Female,Other,Undergraduate,Snapchat,Entertainment,2.4,102,6.1,2.9,7.8,Medium,8.8
1543,22,Male,India,Undergraduate,WhatsApp,Education,6.6,210,0.8,1.9,6.1,High,5.0
1544,21,Male,Canada,Undergraduate,TikTok,Entertainment,7.0,203,1.2,1.3,4.6,Very High,4.4
1545,21,Female,India,Undergraduate,YouTube,Education,2.6,94,5.6,3.1,7.4,Low,7.1
1546,23,Female,Iraq,Graduate,LinkedIn,Education,3.0,100,4.4,2.1,6.9,Medium,8.3
1547,22,Male,Australia,Undergraduate,YouTube,Education,6.1,210,1.3,2.2,5.7,Very High,4.7
1548,20,Female,Other,Undergraduate,LinkedIn,Education,2.8,107,5.5,2.6,8.6,Low,8.0
1549,18,Female,Other,High School,Snapchat,Entertainment,3.4,106,3.4,2.3,7.8,Low,8.7
1550,19,Female,Ireland,Undergraduate,Instagram,Entertainment,6.1,199,1.4,2.1,5.6,Very High,5.1
1551,23,Female,UK,Graduate,Snapchat,Entertainment,5.5,176,3.0,2.3,5.5,Very High,4.8
1552,22,Male,Denmark,Undergraduate,Facebook,Networking,2.8,117,4.5,2.7,9.0,Low,8.7
1553,19,Male,Denmark,Undergraduate,Instagram,Entertainment,4.7,148,3.8,1.3,7.4,Medium,6.9
1554,18,Male,Other,High School,LinkedIn,Education,7.1,219,1.3,1.7,5.7,Very High,5.0
1555,19,Female,Nepal,Undergraduate,TikTok,Entertainment,6.4,183,1.0,1.9,5.1,Very High,5.9
1556,19,Male,Other,Undergraduate,TikTok,Entertainment,5.2,163,3.7,1.7,7.0,Medium,6.4
1557,19,Male,Other,Undergraduate,Facebook,Networking,4.8,170,4.1,2.7,6.1,High,6.4
1558,20,Male,Other,Undergraduate,Instagram,Entertainment,4.8,172,3.7,2.0,7.0,Medium,6.6
1559,19,Male,Other,Undergraduate,TikTok,Entertainment,4.8,174,3.2,1.6,6.6,High,6.3
1560,20,Female,Australia,Undergraduate,Snapchat,Entertainment,7.4,235,1.2,1.3,5.0,Very High,4.8
1561,22,Male,Denmark,Undergraduate,Facebook,Networking,3.2,117,4.7,3.0,8.9,Low,7.9
1562,21,Female,India,Undergraduate,Facebook,Networking,3.1,139,5.4,2.2,7.2,Medium,8.5
1563,21,Female,Other,Undergraduate,Facebook,Networking,8.1,251,0.9,1.7,5.9,Very High,5.1
1564,23,Male,Canada,Graduate,Instagram,Entertainment,5.3,182,2.8,1.5,7.2,High,6.0
1565,21,Male,Australia,Undergraduate,YouTube,Education,6.8,211,1.6,1.5,5.8,Very High,5.0
1566,22,Male,Other,Undergraduate,Twitter,News,5.8,208,1.7,2.1,4.7,Very High,5.6
1567,19,Male,Sri Lanka,Undergraduate,TikTok,Entertainment,6.1,188,1.3,2.0,5.9,High,6.0
1568,18,Female,Other,High School,Facebook,Networking,7.6,246,1.1,0.9,5.6,Very High,4.0
1569,22,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.9,150,4.5,1.4,6.3,High,5.0
1570,24,Male,Other,Graduate,Twitter,News,8.0,232,0.8,1.0,5.9,Very High,4.7
1571,24,Female,Other,Graduate,TikTok,Entertainment,6.1,208,2.6,2.0,5.7,High,5.6
1572,22,Male,Other,Undergraduate,Twitter,News,5.7,199,1.4,1.2,6.2,High,7.0
1573,19,Male,Other,Undergraduate,Facebook,Networking,5.3,171,1.9,1.6,6.2,High,6.0
1574,18,Female,Czech Republic,High School,Snapchat,Entertainment,6.4,195,3.6,1.6,5.0,Very High,4.3
1575,21,Male,Mexico,Undergraduate,WhatsApp,Entertainment,6.6,196,1.9,1.2,5.5,Very High,5.8
1576,24,Male,South Africa,Graduate,LinkedIn,Education,2.6,113,6.3,3.2,7.4,Medium,7.7
1577,19,Male,Australia,Undergraduate,YouTube,Education,5.7,193,1.9,1.6,5.7,High,5.6
1578,18,Male,Other,High School,Snapchat,Entertainment,5.8,212,2.5,1.5,5.0,Very High,5.6
1579,23,Male,Germany,Graduate,Facebook,Networking,7.6,214,1.2,2.5,5.7,Very High,5.2
1580,22,Male,Maldives,Undergraduate,TikTok,Entertainment,4.5,145,1.9,1.6,4.3,High,6.1
1581,19,Female,Other,Undergraduate,YouTube,Education,7.1,242,1.5,1.2,5.7,Very High,4.8
1582,22,Male,Greece,Undergraduate,Facebook,Networking,3.3,122,3.6,1.9,6.8,Low,7.1
1583,23,Female,UK,Graduate,TikTok,Entertainment,6.0,177,2.0,2.0,6.4,Very High,5.1
1584,20,Female,Maldives,Undergraduate,Instagram,Entertainment,3.4,151,2.4,2.7,8.5,Medium,8.0
1585,24,Male,Other,Graduate,TikTok,Entertainment,6.5,209,1.1,1.8,5.7,Very High,5.5
1586,24,Female,USA,Graduate,Instagram,Entertainment,7.6,231,1.1,0.7,5.3,Very High,5.1
1587,22,Male,Ireland,Undergraduate,Twitter,News,6.0,206,2.7,2.1,6.9,High,5.9
1588,21,Female,India,Undergraduate,TikTok,Entertainment,2.8,95,6.3,2.5,8.8,Low,7.6
1589,20,Female,Australia,Undergraduate,Instagram,Entertainment,4.5,170,2.0,2.9,7.2,Medium,7.1
1590,19,Female,Other,Undergraduate,Twitter,News,5.1,158,2.5,1.4,6.6,High,6.2
1591,18,Female,Other,High School,YouTube,Education,6.3,209,1.3,1.4,5.9,High,4.1
1592,21,Male,India,Undergraduate,Snapchat,Entertainment,2.2,106,6.2,2.0,7.1,Medium,8.3
1593,23,Female,India,Graduate,TikTok,Entertainment,6.2,192,1.8,1.8,5.0,Very High,4.9
1594,21,Male,Turkey,Undergraduate,Instagram,Entertainment,3.9,138,2.8,1.2,8.2,Medium,6.0
1595,19,Female,USA,Undergraduate,Instagram,Entertainment,7.4,236,0.9,0.4,4.7,Very High,4.5
1596,18,Male,Australia,High School,Twitter,News,4.7,143,3.9,1.2,6.2,High,6.6
1597,22,Male,Other,Undergraduate,Facebook,Networking,7.7,250,1.1,0.2,4.8,Very High,5.9
1598,18,Male,Other,High School,LinkedIn,Education,6.7,191,1.8,1.8,4.7,Very High,5.0
1599,22,Male,Germany,Undergraduate,Instagram,Entertainment,3.9,139,4.5,2.5,7.9,Medium,7.7
1600,24,Male,India,Graduate,LinkedIn,Education,7.9,261,0.7,0.5,5.2,Very High,5.0
1601,18,Male,Other,High School,LinkedIn,Education,3.7,133,4.3,1.6,7.3,High,6.9
1602,22,Female,USA,Undergraduate,LinkedIn,Education,4.1,143,3.4,2.4,7.0,High,6.6
1603,21,Male,Mexico,Undergraduate,WhatsApp,Entertainment,6.3,196,2.0,1.2,5.6,Very High,6.1
1604,19,Female,Canada,Undergraduate,Instagram,Entertainment,4.4,144,3.5,1.9,6.2,High,6.7
1605,21,Male,Poland,Undergraduate,Facebook,Networking,3.3,145,4.6,2.3,8.3,Medium,7.1
1606,20,Male,Tajikistan,Undergraduate,YouTube,Education,4.3,151,1.5,3.2,6.2,High,6.1
1607,20,Female,Spain,Undergraduate,TikTok,Entertainment,4.5,165,2.3,2.4,7.9,Medium,5.7
1608,22,Female,USA,Undergraduate,YouTube,Education,7.1,244,1.3,1.3,4.6,Very High,5.5
1609,19,Male,Uzbekistan,Undergraduate,TikTok,Entertainment,5.4,198,1.6,1.1,5.4,Very High,4.8
1610,22,Male,Mexico,Undergraduate,WhatsApp,Education,6.9,212,1.1,0.7,5.0,Very High,5.5
1611,20,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.4,169,3.8,2.2,7.2,Medium,5.2
1612,22,Female,Other,Undergraduate,Instagram,Entertainment,4.4,148,2.8,2.0,6.7,High,6.9
1613,21,Male,Canada,Undergraduate,Instagram,Entertainment,4.6,147,3.2,3.0,7.6,Medium,6.0
1614,20,Female,Other,Undergraduate,TikTok,Entertainment,3.6,157,5.3,2.4,8.6,Medium,8.6
1615,22,Male,Turkey,Undergraduate,TikTok,Entertainment,4.9,163,4.6,1.4,7.5,Medium,5.8
1616,20,Male,Australia,Undergraduate,LinkedIn,Education,3.2,141,4.0,1.5,8.7,Medium,7.9
1617,21,Female,USA,Undergraduate,LinkedIn,Education,5.6,173,3.1,1.7,6.8,High,6.8
1618,20,Male,UK,Undergraduate,Facebook,Networking,6.6,187,2.0,1.3,6.3,Very High,5.0
1619,21,Male,Mexico,Undergraduate,WhatsApp,Education,6.4,172,1.8,1.7,5.8,Very High,6.1
1620,19,Female,France,Undergraduate,Instagram,Entertainment,4.5,156,5.9,1.0,7.8,Medium,7.2
1621,21,Female,Other,Undergraduate,TikTok,Entertainment,7.6,249,0.8,1.3,4.8,Very High,4.8
1622,23,Female,Other,Graduate,TikTok,Entertainment,3.0,124,5.0,2.6,7.5,Medium,9.2
1623,24,Female,Other,Graduate,YouTube,Education,7.9,229,0.8,1.8,5.6,Very High,5.8
1624,24,Male,Germany,Graduate,Snapchat,Entertainment,6.9,227,1.4,0.7,5.1,Very High,4.4
1625,22,Male,Other,Undergraduate,Snapchat,Entertainment,6.6,226,0.9,2.1,5.0,Very High,5.2
1626,23,Male,India,Graduate,TikTok,Entertainment,2.2,113,5.5,2.7,7.2,Medium,8.4
1627,21,Male,Other,Undergraduate,LinkedIn,Education,3.8,122,3.2,2.1,7.2,Medium,8.7
1628,24,Female,Other,Graduate,Facebook,Networking,7.2,237,0.9,1.1,4.8,Very High,4.2
1629,18,Male,Canada,High School,Instagram,Entertainment,6.4,196,2.4,1.8,5.7,High,4.8
1630,20,Female,Ireland,Undergraduate,Instagram,Entertainment,4.8,164,3.3,2.0,6.9,High,7.4
1631,24,Female,Other,Graduate,Instagram,Entertainment,3.6,133,4.2,1.5,9.3,Medium,9.0
1632,19,Male,Other,Undergraduate,LinkedIn,Education,7.6,227,0.9,1.4,6.0,Very High,5.7
1633,23,Female,Spain,Graduate,Facebook,Networking,6.2,215,1.3,0.8,6.4,Very High,4.9
1634,21,Male,Denmark,Undergraduate,Facebook,Networking,3.4,125,6.0,2.6,9.0,Low,8.0
1635,24,Male,UK,Graduate,TikTok,Entertainment,5.6,204,1.0,0.6,5.6,High,4.9
1636,19,Male,Other,Undergraduate,Instagram,Entertainment,1.8,83,5.7,3.4,7.1,Medium,8.2
1637,21,Male,Other,Undergraduate,TikTok,Entertainment,3.1,123,4.7,3.0,7.2,Medium,7.0
1638,24,Male,Other,Graduate,Instagram,Entertainment,2.2,114,4.3,1.1,7.2,Low,7.0
1639,21,Male,UK,Undergraduate,Instagram,Entertainment,5.4,179,1.8,1.0,7.0,Very High,5.7
1640,20,Female,Other,Undergraduate,TikTok,Entertainment,4.9,172,1.2,1.8,7.5,Medium,6.7
1641,22,Male,Canada,Undergraduate,Twitter,News,5.0,158,2.0,1.9,6.8,Medium,6.3
1642,20,Female,Other,Undergraduate,YouTube,Education,5.7,190,2.1,1.9,4.7,High,5.2
1643,22,Female,USA,Undergraduate,LinkedIn,Education,4.3,163,3.0,1.1,7.0,High,6.3
1644,22,Male,Turkey,Undergraduate,TikTok,Entertainment,3.4,142,3.9,2.3,8.0,Medium,6.0
1645,22,Female,Other,Undergraduate,Instagram,Entertainment,4.5,148,2.8,1.8,6.6,High,7.1
1646,19,Male,India,Undergraduate,LinkedIn,Education,5.6,170,1.3,1.6,6.5,High,6.5
1647,18,Male,Other,High School,Facebook,Networking,5.9,211,3.2,1.9,5.1,High,4.2
1648,20,Female,USA,Undergraduate,TikTok,Entertainment,7.8,226,1.2,1.8,4.9,Very High,5.1
1649,23,Male,Other,Graduate,Instagram,Entertainment,3.4,147,4.2,1.4,8.3,Low,7.2
1650,23,Male,Other,Graduate,YouTube,Education,1.7,79,5.8,2.3,7.3,Low,8.0
1651,23,Male,USA,Graduate,Twitter,News,5.2,175,2.4,1.1,6.7,Medium,5.9
1652,23,Male,Other,Graduate,LinkedIn,Education,5.7,208,2.6,1.9,6.0,Very High,4.7
1653,22,Male,Russia,Undergraduate,VKontakte,Entertainment,4.6,154,2.4,2.2,7.2,High,7.1
1654,23,Male,Poland,Graduate,Facebook,Networking,6.8,214,1.4,1.8,6.4,Very High,5.5
1655,24,Female,Germany,Graduate,TikTok,Entertainment,3.1,135,4.5,2.9,8.0,Medium,7.5
1656,20,Male,UK,Undergraduate,Facebook,Networking,6.2,219,0.8,2.0,6.2,High,4.9
1657,22,Female,USA,Undergraduate,YouTube,Education,6.1,226,1.5,1.2,5.4,Very High,4.9
1658,21,Male,Other,Undergraduate,YouTube,Education,6.2,207,0.8,0.8,5.6,High,4.4
1659,18,Female,UK,High School,Twitter,News,3.4,122,5.6,1.7,6.6,High,6.9
1660,24,Male,Turkey,Graduate,TikTok,Entertainment,6.7,218,1.2,1.6,6.1,Very High,5.5
1661,22,Male,India,Undergraduate,WhatsApp,Education,6.4,210,1.3,2.1,5.5,High,4.8
1662,23,Female,Australia,Graduate,LinkedIn,Education,7.4,232,0.5,0.0,5.0,Very High,4.5
1663,21,Female,Other,Undergraduate,Twitter,News,6.4,222,1.1,1.2,6.0,High,4.3
1664,22,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.4,154,3.9,2.1,6.3,High,4.7
1665,18,Male,Other,High School,Snapchat,Entertainment,1.2,86,6.1,2.3,8.3,Low,7.3
1666,21,Female,India,Undergraduate,YouTube,Education,6.9,233,1.0,0.9,5.5,Very High,4.9
1667,20,Female,Canada,Undergraduate,Facebook,Networking,4.4,154,4.1,1.9,6.4,High,6.0
1668,22,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.2,154,4.2,2.1,6.7,High,4.7
1669,22,Female,Other,Undergraduate,LinkedIn,Education,1.7,100,6.6,2.4,7.3,Low,8.3
1670,21,Female,India,Undergraduate,YouTube,Education,2.4,94,5.7,3.2,7.2,Low,7.2
1671,20,Female,Other,Undergraduate,TikTok,Entertainment,3.7,157,5.5,2.2,9.1,Medium,8.6
1672,22,Male,Russia,Undergraduate,VKontakte,Entertainment,3.7,140,3.1,1.8,8.4,Low,7.3
1673,21,Female,Other,Undergraduate,Instagram,Entertainment,6.8,233,0.8,1.5,5.1,Very High,6.1
1674,24,Male,Other,Graduate,Snapchat,Entertainment,1.4,68,5.8,3.0,9.1,Low,7.5
1675,22,Male,Canada,Undergraduate,TikTok,Entertainment,3.7,122,4.2,1.8,8.4,Low,6.0
1676,19,Male,Other,Undergraduate,TikTok,Entertainment,7.3,213,1.2,1.8,5.3,Very High,5.3
1677,23,Female,Chile,Graduate,LinkedIn,Education,2.8,93,6.5,1.9,7.2,Medium,8.2
1678,19,Female,Other,Undergraduate,LinkedIn,Education,5.1,151,2.3,2.3,6.3,High,6.6
1679,20,Female,USA,Undergraduate,TikTok,Entertainment,8.3,270,1.3,1.5,3.7,Very High,5.2
1680,21,Male,India,Undergraduate,Snapchat,Entertainment,2.4,107,5.2,2.3,7.4,Low,7.8
1681,18,Male,Australia,High School,TikTok,Entertainment,8.1,226,0.7,0.7,4.6,Very High,5.8
1682,19,Female,Netherlands,Undergraduate,Instagram,Entertainment,3.3,132,5.1,3.0,8.9,Low,7.9
1683,23,Female,Other,Graduate,TikTok,Entertainment,2.0,90,4.5,2.8,8.4,Low,8.9
1684,18,Male,USA,High School,YouTube,Education,4.0,148,4.5,2.7,6.2,High,6.4
1685,21,Female,Other,Undergraduate,YouTube,Education,8.1,258,1.3,1.0,5.7,Very High,4.3
1686,20,Male,Other,Undergraduate,Facebook,Networking,3.8,146,6.0,2.7,8.8,Low,8.9
1687,22,Male,Canada,Undergraduate,TikTok,Entertainment,5.0,186,2.5,1.2,6.7,Medium,6.3
1688,23,Female,Other,Graduate,Facebook,Networking,7.3,214,1.1,0.8,5.7,Very High,4.7
1689,19,Male,Other,Undergraduate,TikTok,Entertainment,6.8,222,1.3,1.3,5.1,Very High,4.0
1690,19,Female,Romania,Undergraduate,Instagram,Entertainment,5.4,194,2.2,1.5,6.0,High,4.5
1691,22,Male,Canada,Undergraduate,TikTok,Entertainment,4.8,154,3.5,2.2,7.3,Medium,6.2
1692,22,Male,Mexico,Undergraduate,WhatsApp,Entertainment,6.3,186,1.2,0.8,6.3,Very High,6.1
1693,21,Male,Canada,Undergraduate,Instagram,Entertainment,5.1,185,2.4,1.4,6.6,High,5.7
1694,20,Female,France,Undergraduate,Instagram,Entertainment,3.3,124,5.7,2.6,9.0,Low,7.2
1695,21,Male,Canada,Undergraduate,Instagram,Entertainment,5.2,156,3.6,2.5,7.5,High,6.1
1696,19,Male,Other,Undergraduate,YouTube,Education,5.9,200,2.5,1.0,5.4,Very High,4.1
1697,21,Female,Pakistan,Undergraduate,Instagram,Entertainment,4.6,144,3.5,1.9,7.2,High,4.9
1698,18,Male,Other,High School,Snapchat,Entertainment,4.8,168,2.3,2.1,6.4,High,7.1
1699,21,Male,Other,Undergraduate,TikTok,Entertainment,2.8,119,4.6,2.0,7.6,High,8.6
1700,19,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.5,129,5.0,2.4,9.1,Low,8.1
1701,21,Male,Italy,Undergraduate,Instagram,Entertainment,5.8,177,4.2,1.6,6.9,High,5.9
1702,23,Male,USA,Graduate,Twitter,News,5.3,184,2.7,1.3,6.8,High,5.9
1703,22,Male,Nepal,Undergraduate,Facebook,Networking,4.1,137,3.2,1.9,7.8,Medium,7.2
1704,19,Female,Maldives,Undergraduate,Instagram,Entertainment,5.1,176,2.6,1.5,5.6,High,6.2
1705,18,Male,India,High School,Instagram,Entertainment,2.6,121,5.6,2.4,7.6,Medium,8.6
1706,22,Male,Russia,Undergraduate,VKontakte,Entertainment,4.2,142,2.1,2.0,7.8,Medium,7.1
1707,21,Male,Japan,Undergraduate,Twitter,News,4.3,160,5.0,1.5,7.6,Medium,7.6
1708,20,Female,UK,Undergraduate,TikTok,Entertainment,6.9,207,1.6,1.6,6.5,Very High,4.3
1709,18,Female,USA,High School,YouTube,Education,7.1,216,0.6,0.3,5.3,Very High,5.7
1710,19,Male,Other,Undergraduate,TikTok,Entertainment,4.0,130,3.7,1.2,8.1,Medium,8.6
1711,18,Female,USA,High School,Instagram,Entertainment,5.2,202,2.7,1.7,5.4,High,4.6
1712,22,Male,Other,Undergraduate,Instagram,Entertainment,6.2,215,1.4,1.3,4.3,Very High,4.2
1713,22,Male,Ireland,Undergraduate,Twitter,News,5.7,201,3.8,1.7,6.5,High,6.2
1714,19,Female,Other,Undergraduate,Facebook,Networking,4.5,156,2.1,1.9,6.0,High,6.3
1715,22,Male,Russia,Undergraduate,VKontakte,Education,3.7,157,5.5,1.7,8.2,Medium,6.6
1716,22,Female,Other,Undergraduate,YouTube,Education,7.7,239,1.5,0.5,5.2,Very High,4.8
1717,18,Female,Other,High School,LinkedIn,Education,4.8,177,2.7,2.7,5.8,High,6.4
1718,19,Female,France,Undergraduate,Instagram,Entertainment,4.9,164,2.3,2.0,7.2,High,7.1
1719,21,Female,Turkey,Undergraduate,TikTok,Entertainment,6.8,234,1.4,1.5,6.1,Very High,4.8
1720,22,Male,Russia,Undergraduate,VKontakte,Entertainment,3.8,126,4.6,1.6,8.0,Medium,6.8
1721,21,Male,Vietnam,Undergraduate,Facebook,Networking,3.5,116,4.6,1.6,6.4,Medium,6.8
1722,20,Female,Spain,Undergraduate,TikTok,Entertainment,4.0,152,3.9,3.0,7.7,Medium,5.9
1723,22,Male,Sri Lanka,Undergraduate,Facebook,Networking,5.5,192,4.1,2.1,5.4,High,5.8
1724,24,Male,Other,Graduate,Snapchat,Entertainment,7.2,217,1.2,0.9,4.4,Very High,5.4
1725,19,Female,Ireland,Undergraduate,Instagram,Entertainment,5.9,199,1.4,2.0,5.7,Very High,4.8
1726,20,Male,UK,Undergraduate,LinkedIn,Education,4.5,167,4.2,3.0,6.1,Medium,6.6
1727,22,Male,Turkey,Undergraduate,TikTok,Entertainment,3.9,143,4.0,1.7,7.6,Medium,6.2
1728,18,Male,Other,High School,YouTube,Education,6.0,189,2.4,2.0,6.0,High,4.2
1729,20,Male,Other,Undergraduate,Twitter,News,2.1,112,5.1,1.9,7.5,Low,7.8
1730,23,Male,USA,Graduate,Instagram,Entertainment,5.6,172,2.9,0.8,6.2,High,4.5
1731,18,Female,UK,High School,Facebook,Networking,6.9,223,1.2,2.3,5.6,Very High,4.7
1732,20,Male,Other,Undergraduate,TikTok,Entertainment,3.5,141,3.3,3.3,7.1,Low,7.9
1733,20,Female,Japan,Undergraduate,Twitter,News,4.7,139,4.1,1.5,7.7,High,7.9
1734,20,Female,Other,Undergraduate,Facebook,Networking,6.4,182,1.3,1.9,5.9,High,5.0
1735,21,Female,Finland,Undergraduate,Instagram,Entertainment,3.8,151,3.2,2.6,7.5,Medium,6.9
1736,23,Male,Other,Graduate,LinkedIn,Education,2.6,100,5.5,2.7,7.5,Medium,7.6
1737,22,Male,Other,Undergraduate,YouTube,Education,6.0,192,1.6,1.8,6.4,High,5.9
1738,22,Male,India,Undergraduate,Twitter,News,5.3,182,1.9,1.1,7.0,High,6.9
1739,19,Male,Other,Undergraduate,TikTok,Entertainment,4.7,174,2.9,1.3,7.1,High,6.2
1740,19,Female,Spain,Undergraduate,Instagram,Entertainment,5.3,191,2.8,1.3,6.6,Very High,6.0
1741,20,Female,Other,Undergraduate,TikTok,Entertainment,4.9,172,1.4,1.8,7.6,Medium,6.7
1742,21,Male,Other,Undergraduate,YouTube,Education,6.4,207,1.4,0.7,5.7,High,4.3
1743,20,Male,Other,Undergraduate,YouTube,Education,3.7,125,1.9,2.1,8.2,Medium,8.2
1744,22,Male,Germany,Undergraduate,Instagram,Entertainment,3.3,122,4.7,2.1,8.0,Low,8.0
1745,18,Male,UK,High School,LinkedIn,Education,7.8,245,0.7,1.3,5.4,Very High,4.1
1746,24,Male,Other,Graduate,YouTube,Education,5.2,170,2.8,1.8,6.2,Very High,5.7
1747,20,Male,India,Undergraduate,Instagram,Entertainment,7.4,242,1.2,0.5,5.3,Very High,4.3
1748,20,Male,Other,Undergraduate,YouTube,Education,4.2,153,3.4,1.6,6.8,High,5.9
1749,22,Male,Germany,Undergraduate,Facebook,Networking,4.1,155,2.8,1.2,7.8,Medium,7.1
1750,22,Female,Other,Undergraduate,LinkedIn,Education,3.8,137,5.1,1.3,6.3,High,7.0
1751,18,Female,USA,High School,Twitter,News,4.0,123,2.3,1.8,8.2,Medium,7.2
1752,21,Male,Italy,Undergraduate,TikTok,Entertainment,4.4,147,3.8,2.1,7.2,High,5.3
1753,20,Male,Australia,Undergraduate,LinkedIn,Education,3.3,141,4.1,1.5,9.0,Medium,8.0
1754,23,Female,Other,Graduate,Snapchat,Entertainment,6.2,207,0.8,1.0,5.7,Very High,5.9
1755,19,Female,Spain,Undergraduate,Instagram,Entertainment,4.2,139,2.7,1.5,7.5,Medium,6.1
1756,20,Female,Australia,Undergraduate,Instagram,Entertainment,4.6,138,3.8,2.4,7.3,Medium,7.5
1757,20,Female,Brazil,Undergraduate,TikTok,Entertainment,5.7,186,2.4,1.1,6.4,High,6.0
1758,21,Male,Other,Undergraduate,Twitter,News,3.0,132,6.2,1.4,7.5,Low,9.0
1759,21,Male,Other,Undergraduate,Snapchat,Entertainment,8.3,251,1.0,0.2,4.8,Very High,5.2
1760,21,Male,Canada,Undergraduate,Facebook,Networking,5.5,200,3.0,1.6,5.6,High,6.7
1761,19,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.0,121,5.6,2.6,8.5,Low,7.8
1762,19,Male,Uzbekistan,Undergraduate,TikTok,Entertainment,5.5,196,2.1,2.1,5.4,Very High,5.1
1763,24,Male,Other,Graduate,Twitter,News,8.2,245,0.7,0.0,5.8,Very High,4.4
1764,18,Female,Other,High School,Twitter,News,5.8,197,1.7,1.5,5.0,High,5.4
1765,19,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.0,129,5.1,2.5,9.4,Low,7.8
1766,19,Male,Other,Undergraduate,Facebook,Networking,5.2,171,2.0,1.5,6.3,High,5.8
1767,21,Male,Malaysia,Undergraduate,WhatsApp,Education,6.2,173,1.5,1.0,6.7,High,6.3
1768,19,Female,Brazil,Undergraduate,WhatsApp,Education,5.7,186,2.9,2.3,7.1,High,5.7
1769,22,Male,Mexico,Undergraduate,WhatsApp,Entertainment,5.6,186,1.0,1.2,6.3,Very High,6.0
1770,20,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.2,148,5.2,1.0,8.0,Medium,5.2
1771,19,Female,Other,Undergraduate,Twitter,News,7.8,258,1.0,1.3,4.9,Very High,4.7
1772,19,Female,Japan,Undergraduate,LINE,Education,3.2,103,6.2,2.2,8.6,Low,7.8
1773,24,Male,Other,Graduate,Snapchat,Entertainment,2.8,115,5.1,1.4,8.5,Medium,7.5
1774,20,Female,USA,Undergraduate,TikTok,Entertainment,7.4,212,0.7,1.0,5.4,Very High,5.1
1775,20,Male,Italy,Undergraduate,Facebook,Networking,4.5,154,2.7,1.3,7.0,High,6.8
1776,21,Male,India,Undergraduate,WhatsApp,News,6.6,224,3.0,1.5,5.5,Very High,5.0
1777,22,Male,India,Undergraduate,WhatsApp,Entertainment,6.3,215,2.5,1.8,5.9,High,4.7
1778,20,Female,Philippines,Undergraduate,Snapchat,Entertainment,5.0,171,2.9,2.7,5.5,High,5.8
1779,19,Female,India,Undergraduate,WhatsApp,Entertainment,7.2,222,0.8,1.8,5.8,Very High,4.6
1780,22,Male,Russia,Undergraduate,VKontakte,Entertainment,4.4,154,2.6,2.0,7.4,High,7.0
1781,19,Female,Brazil,Undergraduate,WhatsApp,Education,6.1,198,0.7,1.5,6.0,Very High,5.9
1782,19,Male,India,Undergraduate,TikTok,Entertainment,7.3,241,0.7,1.7,5.6,Very High,3.9
1783,18,Female,Other,High School,Twitter,News,5.9,201,2.7,1.5,4.9,Very High,5.7
1784,19,Female,Japan,Undergraduate,LINE,Networking,3.6,135,4.4,3.3,8.0,Medium,8.0
1785,22,Male,Canada,Undergraduate,TikTok,Entertainment,4.0,163,3.1,1.5,8.3,High,5.7
1786,19,Female,Ireland,Undergraduate,Instagram,Entertainment,5.7,199,1.3,1.7,5.2,Very High,5.2
1787,24,Female,Other,Graduate,Facebook,Networking,6.7,197,2.1,0.6,5.1,Very High,4.6
1788,19,Male,Other,Undergraduate,YouTube,Education,2.7,104,5.1,1.8,7.2,Medium,8.0
1789,20,Male,Sri Lanka,Undergraduate,TikTok,Entertainment,5.2,189,2.7,1.4,6.4,High,6.0
1790,19,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.6,149,2.1,1.4,7.2,Medium,5.2
1791,22,Male,Other,Undergraduate,YouTube,Education,5.7,199,2.1,2.8,6.8,High,5.9
1792,20,Female,Germany,Undergraduate,LinkedIn,Education,3.3,124,3.9,2.5,8.5,Low,6.9
1793,24,Male,Other,Graduate,Twitter,News,8.1,259,1.2,1.2,5.5,Very High,4.2
1794,18,Male,Other,High School,YouTube,Education,6.3,189,2.4,1.7,5.8,High,4.0
1795,22,Female,Russia,Undergraduate,Instagram,Entertainment,7.0,195,1.0,1.2,5.9,High,4.1
1796,21,Male,New Zealand,Undergraduate,Facebook,Networking,3.9,136,6.1,2.7,8.2,Medium,7.2
1797,22,Male,Nepal,Undergraduate,Facebook,Networking,3.8,128,4.7,2.5,8.2,Medium,6.9
1798,20,Female,Netherlands,Undergraduate,Snapchat,Entertainment,4.6,176,3.6,1.7,6.0,High,6.1
1799,19,Male,USA,Undergraduate,LinkedIn,Education,5.6,187,1.8,1.3,5.5,Very High,4.8
1800,20,Female,Brazil,Undergraduate,Instagram,Entertainment,6.1,211,1.9,2.1,6.4,Very High,6.0
1801,19,Male,Other,Undergraduate,TikTok,Entertainment,6.5,194,1.4,2.1,5.0,Very High,4.0
