Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score
21.0,Male,Other,Undergraduate,Instagram,Entertainment,7.7,249.0,0.6,1.0,5.6,Very High,4.8
22.0,Male,Maldives,Undergraduate,TikTok,Entertainment,5.3,187.0,3.3,2.6,5.2,,5.9
21.0,Male,Denmark,,Facebook,Networking,4.2,149.0,2.5,2.1,7.8,High,8.0
21.0,Male,Italy,Undergraduate,Instagram,Entertainment,5.5,186.0,2.1,1.2,6.6,High,4.6
19.0,Male,Lebanon,Undergraduate,YouTube,Education,5.7,172.0,0.9,2.0,5.3,Very High,5.1
19.0,Female,USA,Undergraduate,YouTube,Education,5.4,170.0,3.5,2.2,6.7,High,6.8
20.0,Male,Other,Undergraduate,Twitter,News,3.1,103.0,6.3,2.3,8.0,Medium,7.2
22.0,Male,Canada,Undergraduate,TikTok,Entertainment,4.6,165.0,4.6,1.6,8.0,Medium,6.6
23.0,Male,Other,Graduate,YouTube,Education,3.2,120.0,5.3,2.9,7.8,,7.1
22.0,Female,Other,,TikTok,Entertainment,7.3,228.0,1.2,0.2,4.6,Very High,5.8
21.0,Male,UK,Undergraduate,TikTok,Entertainment,5.8,198.0,2.4,1.3,6.4,High,5.9
20.0,,France,,Instagram,Entertainment,3.1,138.0,2.6,2.2,9.0,Low,7.0
20.0,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.2,87.0,4.6,2.0,9.4,Low,8.2
21.0,Male,Other,Undergraduate,Facebook,Networking,5.0,171.0,3.2,1.5,7.1,Medium,6.3
19.0,Male,Other,Undergraduate,Instagram,Entertainment,2.2,83.0,5.6,3.2,7.4,Medium,7.9
22.0,Male,Denmark,Undergraduate,Facebook,Networking,2.3,110.0,4.7,,9.6,Low,8.1
21.0,Male,Turkey,Undergraduate,Instagram,Entertainment,4.8,146.0,3.8,2.1,7.9,Medium,6.1
21.0,,Other,Undergraduate,Snapchat,Entertainment,5.0,165.0,1.4,1.2,6.3,High,6.5
22.0,Male,Other,Undergraduate,Snapchat,Entertainment,6.4,186.0,2.0,2.4,5.4,Very High,4.1
21.0,,Italy,Undergraduate,Instagram,,5.8,177.0,3.9,1.4,6.9,High,6.2
22.0,Male,India,Undergraduate,Facebook,Networking,5.0,160.0,2.6,0.2,8.5,Medium,7.0
23.0,,Australia,Graduate,Snapchat,Entertainment,7.5,228.0,1.3,1.1,6.0,,4.0
20.0,Female,USA,Undergraduate,TikTok,Entertainment,7.1,213.0,1.3,1.0,5.6,Very High,4.8
20.0,Female,Spain,,TikTok,Entertainment,4.5,166.0,1.9,2.4,7.5,High,6.0
22.0,Male,Denmark,Undergraduate,Facebook,Networking,2.9,98.0,5.9,2.4,9.5,Low,8.1
20.0,Female,Moldova,Undergraduate,Instagram,Entertainment,5.8,196.0,,2.5,5.4,Very High,5.3
21.0,Male,Denmark,Undergraduate,Facebook,,3.4,116.0,5.7,2.6,8.8,Medium,8.1
21.0,,USA,Undergraduate,Facebook,Networking,3.9,123.0,4.6,3.0,7.1,Medium,8.3
19.0,Female,Singapore,Undergraduate,TikTok,,5.4,196.0,3.0,2.2,6.3,High,5.8
19.0,Female,Brazil,Undergraduate,WhatsApp,Networking,5.5,179.0,1.4,1.5,6.3,Very High,6.0
20.0,Male,Other,Undergraduate,Twitter,News,3.0,123.0,4.5,1.8,7.9,Medium,7.1
24.0,Male,Other,Graduate,Twitter,News,8.3,232.0,1.2,0.9,5.9,Very High,5.0
24.0,Male,India,Graduate,LinkedIn,Education,8.3,,,0.8,5.2,Very High,4.9
24.0,,Canada,Graduate,Facebook,Networking,5.7,181.0,2.7,1.3,,High,4.1
18.0,Female,Other,High School,LinkedIn,Education,,99.0,,2.7,,,7.4
24.0,Male,Other,Graduate,LinkedIn,Education,4.1,137.0,2.2,1.3,8.0,High,7.0
20.0,Female,South Korea,Undergraduate,KakaoTalk,News,5.3,164.0,2.4,1.7,6.5,Medium,5.9
19.0,Female,Russia,Undergraduate,Instagram,Entertainment,6.8,204.0,1.4,1.5,5.7,Very High,4.4
19.0,Female,Qatar,Undergraduate,TikTok,Entertainment,5.1,150.0,1.1,1.0,5.9,High,5.5
21.0,Male,India,Undergraduate,LinkedIn,Education,4.4,151.0,3.5,1.6,7.4,Medium,6.7
23.0,Female,Other,Graduate,Twitter,News,6.0,223.0,0.8,2.2,5.3,High,4.5
21.0,Male,,Undergraduate,Facebook,Networking,7.3,221.0,1.1,1.6,5.5,Very High,4.1
19.0,Male,China,Undergraduate,WeChat,Entertainment,5.8,177.0,1.1,1.2,6.8,High,6.0
18.0,,,High School,LinkedIn,Education,4.1,124.0,,1.8,7.9,Medium,8.4
24.0,Female,Other,Graduate,YouTube,,7.5,242.0,1.1,1.0,4.9,Very High,4.8
21.0,Male,Poland,Undergraduate,Facebook,Networking,4.0,153.0,,2.3,8.1,High,
,Female,Other,High School,Twitter,News,5.6,189.0,1.5,,5.7,High,4.6
19.0,Female,USA,Undergraduate,Facebook,Networking,5.9,211.0,1.9,1.5,4.6,,4.4
22.0,Male,India,Undergraduate,WhatsApp,Networking,6.0,203.0,1.2,1.3,6.0,Very High,5.2
21.0,Male,Other,Undergraduate,Instagram,Entertainment,2.1,99.0,7.4,2.4,7.2,,8.0
20.0,Male,UK,Undergraduate,Facebook,Networking,6.4,194.0,3.5,1.4,6.3,High,4.8
21.0,Male,Other,Undergraduate,Twitter,News,5.7,192.0,1.6,2.0,5.1,,5.0
24.0,Female,,Graduate,Instagram,Entertainment,3.8,133.0,4.4,1.4,8.8,Medium,8.6
19.0,Male,Other,Undergraduate,TikTok,Entertainment,4.3,165.0,4.9,2.3,7.0,High,6.0
21.0,,Other,Undergraduate,Twitter,News,6.3,192.0,1.6,1.8,5.1,High,5.3
18.0,Male,UK,High School,LinkedIn,Education,7.2,236.0,1.9,1.4,4.7,Very High,4.2
19.0,Male,USA,Undergraduate,Twitter,News,4.2,132.0,4.2,2.7,5.9,Medium,6.1
20.0,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.9,126.0,4.5,3.1,9.2,Low,8.1
20.0,Male,USA,Undergraduate,TikTok,Entertainment,7.9,256.0,1.0,1.4,5.3,,5.3
20.0,Female,South Korea,Undergraduate,KakaoTalk,Entertainment,4.7,162.0,5.0,1.7,7.2,High,5.9
23.0,Male,Other,Graduate,YouTube,Education,3.9,134.0,5.2,2.3,8.3,Low,9.0
20.0,Female,USA,,Twitter,News,5.1,176.0,,2.1,6.4,High,7.0
20.0,Male,Other,Undergraduate,LinkedIn,Education,1.9,89.0,5.8,2.7,8.0,Low,7.1
22.0,,Germany,Undergraduate,Facebook,Networking,3.2,123.0,4.2,3.1,8.5,Low,7.8
22.0,Male,India,Undergraduate,Facebook,Networking,,160.0,3.1,0.7,8.8,Medium,7.1
19.0,Male,Other,Undergraduate,,Entertainment,6.4,,1.0,1.9,,Very High,5.4
22.0,Male,Other,Undergraduate,Facebook,Networking,7.4,250.0,1.1,0.5,5.0,Very High,6.0
,Male,UK,Undergraduate,Instagram,Entertainment,5.3,179.0,2.4,1.7,6.9,Very High,6.3
22.0,Male,Other,Undergraduate,Facebook,Networking,4.6,175.0,3.7,1.8,6.1,High,6.6
18.0,Male,Other,High School,Snapchat,Entertainment,6.1,207.0,0.9,1.9,5.0,High,5.4
23.0,Female,USA,Graduate,YouTube,Education,2.6,103.0,4.9,2.5,7.6,Medium,7.5
23.0,Female,Other,Graduate,LinkedIn,Education,7.4,210.0,1.2,1.1,5.7,Very High,5.3
22.0,Male,USA,Undergraduate,LinkedIn,Education,5.6,204.0,3.3,0.3,,Medium,6.7
21.0,Female,Germany,Undergraduate,YouTube,Education,3.8,117.0,4.9,1.6,9.0,Medium,8.5
21.0,Male,Germany,Undergraduate,Instagram,Entertainment,2.1,104.0,6.4,2.6,8.7,Low,8.3
19.0,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.9,170.0,4.2,1.5,7.7,Medium,6.9
19.0,Male,India,Undergraduate,LinkedIn,Education,5.8,170.0,1.2,2.3,6.7,High,6.5
19.0,Female,Australia,Undergraduate,TikTok,Entertainment,6.3,187.0,0.8,1.4,5.5,Very High,4.5
18.0,Male,Other,High School,,News,7.3,216.0,1.4,0.7,5.5,Very High,5.1
18.0,Male,,High School,TikTok,Entertainment,5.6,188.0,2.2,1.2,5.0,High,5.0
20.0,Female,Maldives,Undergraduate,Instagram,,4.2,,4.7,1.6,7.8,Medium,7.8
21.0,Female,USA,Undergraduate,,Entertainment,6.1,187.0,1.8,0.6,,Very High,4.7
23.0,Male,Canada,Graduate,TikTok,Entertainment,5.5,179.0,1.6,1.7,6.5,Very High,6.6
22.0,Female,Other,Undergraduate,Twitter,News,2.3,97.0,3.8,1.7,7.9,Low,8.5
23.0,Male,Other,Graduate,LinkedIn,Education,6.5,213.0,0.9,0.9,5.0,Very High,4.4
22.0,Female,UK,Undergraduate,Facebook,Networking,4.7,,2.4,2.1,7.0,Medium,6.4
19.0,Female,Other,Undergraduate,YouTube,Education,7.2,230.0,0.8,1.8,6.2,Very High,
24.0,Male,Italy,,Facebook,Networking,4.8,148.0,3.7,1.9,7.2,Medium,7.0
23.0,Female,Switzerland,Graduate,Instagram,Entertainment,4.0,157.0,2.5,2.3,7.7,Medium,6.9
22.0,Male,Greece,Undergraduate,Facebook,Networking,3.0,122.0,3.8,1.6,6.9,Low,6.6
20.0,Male,USA,Undergraduate,Instagram,Entertainment,8.2,251.0,1.2,1.7,5.0,Very High,5.6
21.0,Male,Panama,Undergraduate,Facebook,Networking,3.6,115.0,4.3,1.9,6.9,Very High,7.1
23.0,Female,Other,Graduate,YouTube,Education,7.4,221.0,0.8,1.8,5.8,Very High,4.2
,Female,Peru,Undergraduate,TikTok,Entertainment,,192.0,3.9,1.9,5.6,High,5.1
20.0,Female,,Undergraduate,LinkedIn,Education,7.2,216.0,0.9,1.7,5.8,Very High,4.1
18.0,Male,Luxembourg,High School,Snapchat,Entertainment,5.3,204.0,,1.5,5.3,Very High,5.2
18.0,Male,Other,High School,LinkedIn,Education,7.1,219.0,,1.3,5.8,Very High,4.8
18.0,Male,Other,,Snapchat,Entertainment,2.2,102.0,7.4,3.4,7.3,Medium,8.2
19.0,Male,Other,Undergraduate,Instagram,Entertainment,3.2,128.0,4.1,2.4,8.4,Medium,7.6
19.0,,Ireland,Undergraduate,,Entertainment,3.4,,4.2,1.9,8.5,Medium,7.0
22.0,Female,Other,Undergraduate,,Education,1.9,100.0,7.0,2.5,7.2,Low,8.7
22.0,Male,Malaysia,Undergraduate,WhatsApp,News,5.8,189.0,2.4,2.0,6.5,High,
22.0,Male,Bangladesh,Undergraduate,Facebook,Networking,4.3,172.0,3.1,2.5,6.9,High,4.8
22.0,Male,India,Undergraduate,,Entertainment,4.9,146.0,3.8,1.7,6.2,Medium,6.8
18.0,Male,UK,High School,LinkedIn,Education,6.9,236.0,1.9,1.4,5.4,,4.0
23.0,Female,Other,Graduate,Facebook,Networking,5.0,168.0,1.9,2.7,7.1,High,6.6
20.0,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.0,87.0,4.1,2.1,9.4,Low,8.2
21.0,Male,Other,Undergraduate,TikTok,Entertainment,3.8,122.0,4.4,1.7,7.8,Medium,7.6
20.0,Female,Brazil,Undergraduate,Snapchat,Entertainment,5.4,,2.1,2.2,6.4,High,6.1
19.0,Female,Qatar,Undergraduate,TikTok,Entertainment,5.1,150.0,1.2,1.1,5.8,High,5.7
19.0,Female,Singapore,Undergraduate,TikTok,Entertainment,5.2,183.0,3.2,2.2,6.6,High,6.0
23.0,Female,Australia,Graduate,Facebook,Networking,3.1,137.0,4.5,2.1,8.9,,8.7
20.0,Female,UAE,Undergraduate,,Entertainment,7.0,223.0,0.9,1.0,6.0,High,4.9
22.0,Male,Canada,Undergraduate,TikTok,Entertainment,3.6,155.0,4.7,1.8,,Low,5.9
19.0,Male,USA,Undergraduate,Twitter,News,5.0,181.0,3.6,2.2,,High,6.6
19.0,Female,India,Undergraduate,WhatsApp,Education,7.0,231.0,1.3,1.4,6.1,Very High,
21.0,Male,Other,Undergraduate,TikTok,Entertainment,2.4,115.0,3.6,,,Low,9.2
19.0,Female,Other,Undergraduate,TikTok,Entertainment,6.1,213.0,,2.6,5.2,Very High,5.1
20.0,Female,Other,Undergraduate,YouTube,Education,5.8,190.0,2.2,2.0,4.9,High,5.0
24.0,Female,Other,Graduate,LinkedIn,Education,4.5,164.0,4.0,1.5,7.2,High,6.9
19.0,Female,Other,Undergraduate,TikTok,Entertainment,8.7,260.0,0.6,1.2,5.3,Very High,5.3
21.0,Female,USA,Undergraduate,Snapchat,Entertainment,5.7,181.0,2.5,0.5,5.2,High,5.9
19.0,Female,France,Undergraduate,Twitter,News,4.9,174.0,3.5,2.8,7.6,Medium,7.1
20.0,Female,South Korea,,KakaoTalk,,5.0,164.0,2.6,1.3,6.7,Medium,5.8
22.0,Male,China,Undergraduate,WeChat,Education,3.9,150.0,3.4,0.9,8.2,Medium,7.1
21.0,Female,Other,Undergraduate,TikTok,Entertainment,8.6,242.0,1.0,1.1,5.4,Very High,6.3
22.0,Male,Russia,Undergraduate,VKontakte,News,4.4,144.0,4.3,2.3,7.4,Medium,7.0
24.0,Male,Other,Graduate,LinkedIn,Education,3.6,129.0,3.8,1.9,8.0,Low,8.3
20.0,Female,,Undergraduate,Instagram,Entertainment,5.8,196.0,2.5,2.1,5.2,Very High,5.0
21.0,Female,Other,Undergraduate,Instagram,Entertainment,6.8,233.0,0.9,1.6,4.8,Very High,6.0
18.0,Male,Other,High School,Twitter,News,2.5,86.0,6.8,1.6,7.4,,8.4
24.0,Female,USA,Graduate,Twitter,News,6.4,,2.3,,5.9,Very High,5.1
20.0,Female,South Korea,Undergraduate,KakaoTalk,News,4.2,138.0,3.5,1.9,7.8,,6.0
23.0,Female,San Marino,Graduate,LinkedIn,Education,2.7,103.0,5.5,2.4,7.4,Medium,7.8
21.0,Female,Other,Undergraduate,YouTube,Education,7.6,242.0,1.0,0.5,4.7,Very High,6.0
18.0,Male,Other,High School,Twitter,News,5.9,199.0,2.4,2.5,6.9,High,6.0
19.0,Female,Other,Undergraduate,YouTube,Education,4.6,150.0,2.7,2.6,7.1,High,6.8
22.0,Male,Other,Undergraduate,YouTube,Education,,239.0,1.0,1.6,5.3,Very High,5.8
22.0,Male,Other,Undergraduate,Instagram,Entertainment,8.3,254.0,1.0,1.2,6.3,Very High,5.2
22.0,Female,Other,,YouTube,Education,7.8,230.0,1.0,,5.2,Very High,5.1
24.0,Female,Other,Graduate,LinkedIn,Education,3.8,140.0,4.7,3.1,8.7,Low,7.7
18.0,Male,Other,High School,Twitter,News,2.0,86.0,5.8,2.4,8.2,Medium,
,Male,,Graduate,Facebook,Networking,6.3,194.0,2.1,0.3,6.2,High,4.5
20.0,Female,South Korea,Undergraduate,KakaoTalk,News,5.0,164.0,2.3,1.6,6.5,Medium,6.0
20.0,Female,USA,Undergraduate,Twitter,News,5.2,176.0,1.8,2.0,6.7,High,6.6
19.0,Female,Other,Undergraduate,,Entertainment,4.4,146.0,3.0,1.2,6.3,,6.8
19.0,Male,Other,Undergraduate,YouTube,Education,,104.0,5.4,1.6,,Medium,8.3
23.0,Female,Other,Graduate,Facebook,Networking,7.7,256.0,1.1,1.7,5.8,High,4.5
22.0,Male,India,Undergraduate,WhatsApp,Networking,6.4,193.0,3.2,1.0,5.8,Very High,5.4
24.0,Female,USA,Graduate,Twitter,News,6.5,197.0,2.1,0.8,6.0,Very High,5.4
21.0,Male,New Zealand,Undergraduate,Instagram,Entertainment,4.5,172.0,3.4,2.0,7.8,,6.9
22.0,Female,USA,Undergraduate,LinkedIn,Education,3.7,143.0,3.8,1.9,6.8,High,7.0
22.0,Female,UK,Undergraduate,Facebook,Networking,4.8,164.0,2.2,2.0,7.2,Medium,6.0
20.0,,Bangladesh,Undergraduate,Instagram,Entertainment,4.8,165.0,3.4,1.3,6.0,High,4.9
21.0,Female,,Undergraduate,YouTube,Education,7.0,211.0,1.4,2.6,5.3,Very High,5.1
20.0,Male,India,Undergraduate,LinkedIn,Education,8.0,225.0,0.8,0.9,5.1,Very High,5.1
22.0,Female,India,Undergraduate,YouTube,Education,2.7,120.0,4.7,1.8,9.1,Medium,7.1
22.0,Female,India,Undergraduate,YouTube,Education,3.0,120.0,5.3,1.8,8.8,Medium,7.1
24.0,Male,USA,Graduate,YouTube,Education,4.6,154.0,2.3,1.5,7.1,High,6.5
23.0,Male,Spain,Graduate,Facebook,Networking,6.6,193.0,1.0,1.2,6.0,Very High,4.7
20.0,Male,India,Undergraduate,TikTok,Entertainment,7.9,255.0,1.1,1.0,5.6,Very High,5.8
22.0,Female,Australia,,YouTube,Education,3.1,134.0,4.6,1.4,8.2,Medium,8.0
21.0,Male,Turkey,Undergraduate,Instagram,Entertainment,4.3,146.0,3.5,1.9,7.7,Medium,5.9
,Female,Brazil,Undergraduate,WhatsApp,Networking,6.0,,1.1,,6.4,Very High,6.0
23.0,Male,Australia,Graduate,YouTube,Education,3.3,149.0,6.0,2.0,8.9,Medium,7.9
,Female,USA,Undergraduate,YouTube,Education,4.8,167.0,3.3,2.0,7.2,High,6.6
20.0,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.7,123.0,6.5,2.3,9.5,Medium,7.9
22.0,Male,Nepal,Undergraduate,TikTok,Entertainment,4.5,144.0,4.0,1.2,7.3,Medium,6.8
24.0,Male,Other,Graduate,LinkedIn,Education,7.3,226.0,1.6,1.1,4.7,Very High,4.7
21.0,Male,Other,Undergraduate,TikTok,Entertainment,3.4,123.0,4.6,2.8,6.9,Medium,7.2
21.0,Male,UK,,TikTok,Entertainment,4.9,154.0,3.0,,6.1,High,6.3
,Male,Canada,Undergraduate,TikTok,Entertainment,2.5,101.0,4.7,2.6,8.7,Low,8.2
24.0,Male,Other,Graduate,Instagram,Entertainment,2.0,104.0,7.4,2.6,7.5,Low,8.5
,Male,Slovakia,Graduate,LinkedIn,Education,2.6,97.0,7.2,2.9,7.2,,8.2
21.0,Male,Italy,Undergraduate,TikTok,,5.0,160.0,3.9,1.7,,High,4.9
20.0,Female,Spain,Undergraduate,TikTok,Entertainment,3.7,144.0,3.5,2.3,8.1,Low,6.0
20.0,Male,Other,Undergraduate,Facebook,Networking,4.1,128.0,5.0,2.7,7.8,High,8.8
20.0,Female,Australia,Undergraduate,Instagram,Entertainment,4.6,160.0,2.5,1.7,7.2,High,7.1
18.0,Female,Other,High School,TikTok,Entertainment,3.2,116.0,3.6,2.2,8.6,Low,9.2
23.0,Male,Turkey,Graduate,Instagram,Entertainment,7.0,213.0,1.1,0.5,6.0,Very High,5.1
24.0,Female,Germany,Graduate,TikTok,Entertainment,3.4,113.0,4.1,1.4,7.9,Low,7.1
24.0,Female,Other,Graduate,YouTube,Education,7.3,,0.9,0.6,4.7,Very High,5.5
18.0,Male,Other,High School,Instagram,Entertainment,6.8,220.0,,,4.6,Very High,5.9
22.0,Male,Turkey,Undergraduate,TikTok,Entertainment,5.2,157.0,3.5,1.9,7.1,High,5.7
24.0,Male,Ireland,Graduate,Instagram,Entertainment,6.1,173.0,3.1,1.3,6.4,High,5.9
20.0,Female,Spain,Undergraduate,TikTok,,4.2,166.0,2.1,1.8,7.6,High,
21.0,Male,UK,Undergraduate,Instagram,Entertainment,3.8,133.0,5.8,2.7,8.2,Medium,8.5
20.0,Female,France,Undergraduate,Instagram,Entertainment,,138.0,5.2,2.1,9.0,Low,6.8
20.0,Male,Other,Undergraduate,Twitter,News,8.0,253.0,1.1,1.3,4.7,Very High,4.7
23.0,Male,Other,Graduate,TikTok,Entertainment,6.5,211.0,2.3,1.1,5.7,Very High,5.1
19.0,Female,USA,Undergraduate,TikTok,,6.8,215.0,1.6,0.7,5.5,Very High,4.2
22.0,Male,,Undergraduate,WhatsApp,Entertainment,6.9,217.0,0.7,1.1,5.5,Very High,6.3
23.0,Female,Poland,Graduate,Instagram,Entertainment,6.0,188.0,1.5,0.7,6.4,High,5.0
20.0,,France,Undergraduate,Instagram,Entertainment,2.8,104.0,5.2,2.7,9.0,Low,7.3
19.0,Male,Other,Undergraduate,LinkedIn,Education,3.6,136.0,3.0,2.1,8.7,Medium,8.2
24.0,Male,Other,Graduate,TikTok,Entertainment,4.0,125.0,4.8,0.5,6.2,Low,6.0
,Male,Australia,Undergraduate,Instagram,Entertainment,5.8,198.0,4.2,1.3,7.2,Medium,6.6
19.0,Male,France,Undergraduate,Instagram,Entertainment,4.8,176.0,2.0,0.9,7.3,Medium,6.8
21.0,Male,Australia,Undergraduate,Twitter,News,3.5,123.0,4.8,2.5,7.6,Medium,6.7
,Male,Canada,Graduate,Twitter,News,6.4,,0.6,1.1,6.4,Very High,4.5
19.0,Female,Other,Undergraduate,Twitter,,6.5,220.0,1.0,1.2,5.7,Very High,4.6
19.0,Male,Bangladesh,Undergraduate,TikTok,Entertainment,4.3,141.0,3.6,1.5,7.3,High,5.1
22.0,Male,India,Undergraduate,Twitter,News,5.9,190.0,2.9,2.2,7.2,Medium,7.1
21.0,,Other,Undergraduate,YouTube,Education,4.9,179.0,2.5,2.2,6.9,High,6.9
23.0,Male,India,Graduate,Twitter,News,7.1,234.0,1.0,0.3,5.2,Very High,5.7
18.0,Male,Canada,High School,LinkedIn,Education,6.3,194.0,1.1,2.2,6.4,High,6.0
23.0,Female,Other,Graduate,Instagram,Entertainment,5.7,202.0,3.8,1.9,6.1,High,6.4
,Female,India,Undergraduate,WhatsApp,News,7.3,246.0,1.0,0.9,5.4,Very High,5.1
21.0,Female,Other,Undergraduate,Snapchat,Entertainment,2.7,117.0,6.1,1.9,7.7,Medium,7.6
21.0,Female,Russia,Undergraduate,Instagram,Entertainment,7.0,212.0,1.6,1.6,6.5,Very High,4.0
22.0,Male,Canada,Undergraduate,TikTok,Entertainment,4.2,145.0,,2.1,8.2,Medium,6.1
23.0,Female,Other,Graduate,Snapchat,Entertainment,3.6,115.0,6.4,2.0,8.6,Medium,8.3
24.0,Male,Other,Graduate,Snapchat,Entertainment,5.9,204.0,1.3,2.3,4.7,High,4.4
19.0,Male,India,Undergraduate,LinkedIn,Education,5.6,170.0,1.1,1.8,6.8,High,6.8
22.0,Male,Pakistan,Undergraduate,Instagram,Entertainment,3.8,139.0,4.1,1.2,7.7,Medium,5.2
22.0,Male,Other,Undergraduate,Instagram,,2.6,107.0,4.7,1.9,7.4,Medium,8.6
22.0,Male,Afghanistan,Undergraduate,LinkedIn,Education,3.2,115.0,6.7,2.0,7.4,Medium,6.9
19.0,Male,Canada,Undergraduate,Facebook,Networking,7.7,217.0,1.3,2.0,5.1,Very High,4.2
22.0,Male,Other,Undergraduate,Twitter,News,2.6,100.0,5.3,2.2,8.4,Medium,7.5
22.0,Female,Other,Undergraduate,Instagram,Entertainment,8.0,246.0,0.9,1.0,5.4,Very High,5.1
20.0,Female,Maldives,Undergraduate,Instagram,,3.7,151.0,2.5,2.6,8.4,Medium,8.2
21.0,Male,Vietnam,Undergraduate,Facebook,Networking,3.7,116.0,4.5,1.5,6.7,Medium,6.8
19.0,Female,Denmark,Undergraduate,Twitter,News,4.7,162.0,2.1,2.2,6.6,,7.4
24.0,Female,Other,Graduate,YouTube,,7.2,246.0,1.3,0.6,5.6,Very High,5.2
22.0,Male,USA,Undergraduate,Twitter,News,,,2.7,2.1,7.4,Medium,8.6
19.0,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.5,149.0,1.9,1.2,6.6,Medium,4.8
19.0,Male,Other,Undergraduate,Snapchat,Entertainment,2.6,97.0,6.7,2.5,7.9,,9.1
21.0,Male,India,Undergraduate,Facebook,Networking,4.6,170.0,2.5,2.0,7.0,Medium,7.0
20.0,Male,USA,Undergraduate,TikTok,Entertainment,7.8,256.0,0.9,1.6,,Very High,5.0
22.0,Male,Italy,Undergraduate,LinkedIn,,2.6,101.0,5.0,2.0,7.2,Low,8.0
19.0,Female,Nepal,Undergraduate,TikTok,Entertainment,5.4,181.0,2.0,1.9,5.5,High,6.2
22.0,Female,Other,Undergraduate,TikTok,Entertainment,5.4,185.0,2.1,2.1,6.3,Medium,6.9
18.0,Female,USA,,Twitter,News,,125.0,3.7,2.4,8.3,Medium,
21.0,Male,Poland,Undergraduate,Facebook,Networking,3.7,145.0,4.7,2.2,8.3,Medium,7.1
24.0,Female,Other,Graduate,LinkedIn,Education,5.8,190.0,1.5,0.9,6.0,Very High,
21.0,Male,India,Undergraduate,WhatsApp,Education,6.6,196.0,1.6,0.4,5.8,Very High,5.2
22.0,Male,Other,Undergraduate,,Networking,5.2,182.0,,2.5,7.4,Medium,5.9
20.0,Female,Other,,TikTok,Entertainment,2.5,100.0,4.6,1.5,7.6,Medium,8.2
19.0,Male,India,Undergraduate,YouTube,Education,6.6,224.0,2.0,2.1,5.9,,5.9
22.0,Male,,Undergraduate,TikTok,Entertainment,5.0,159.0,2.7,1.2,5.3,High,6.0
21.0,,India,Undergraduate,Instagram,Entertainment,4.4,156.0,2.1,,7.1,Medium,5.9
22.0,Male,UK,Undergraduate,Twitter,News,6.5,208.0,1.4,1.6,6.7,Very High,4.9
20.0,Female,France,Undergraduate,Instagram,Entertainment,3.4,122.0,4.1,,8.4,Low,6.6
,Male,Other,Undergraduate,TikTok,Entertainment,7.2,208.0,1.0,1.6,5.1,Very High,5.5
22.0,Male,Other,Undergraduate,TikTok,Entertainment,5.9,203.0,1.1,1.2,5.2,Very High,6.0
19.0,Female,USA,Undergraduate,Instagram,Entertainment,6.9,213.0,1.9,0.6,5.4,Very High,3.8
24.0,Male,UK,Graduate,TikTok,Entertainment,6.2,185.0,1.4,0.8,5.4,Very High,4.8
23.0,Female,Other,Graduate,Instagram,Entertainment,7.7,216.0,1.4,1.6,4.8,Very High,5.7
24.0,,Other,Graduate,Facebook,,2.3,110.0,6.4,2.9,7.9,Low,8.8
21.0,Male,UK,Undergraduate,Instagram,Entertainment,,171.0,2.1,1.8,6.0,High,6.1
19.0,Male,Sri Lanka,Undergraduate,TikTok,Entertainment,5.7,188.0,1.6,2.0,5.8,High,5.7
21.0,Male,India,Undergraduate,WhatsApp,Education,6.2,196.0,1.3,0.4,5.7,Very High,5.0
22.0,Male,Canada,Undergraduate,TikTok,Entertainment,4.0,157.0,4.5,1.5,7.7,,7.3
24.0,Female,USA,Graduate,YouTube,Education,7.5,228.0,0.9,0.4,5.8,,4.2
21.0,Male,India,Undergraduate,TikTok,Entertainment,7.7,222.0,1.4,0.2,5.0,Very High,4.6
20.0,Male,Other,Undergraduate,Facebook,Networking,7.4,241.0,1.0,1.5,5.4,Very High,5.7
20.0,Female,USA,Undergraduate,TikTok,Entertainment,7.5,,1.1,1.6,4.6,Very High,4.6
21.0,Female,Turkey,Undergraduate,Instagram,Entertainment,6.8,202.0,2.7,1.7,6.4,Very High,
21.0,Male,Canada,Undergraduate,YouTube,Education,3.4,151.0,4.3,2.1,6.3,Medium,5.9
19.0,Female,Other,,LinkedIn,Education,4.7,151.0,2.3,2.5,,High,6.5
22.0,Male,Switzerland,Undergraduate,Facebook,Networking,4.7,154.0,5.0,,7.5,High,7.1
20.0,Male,Other,Undergraduate,YouTube,Education,4.0,153.0,4.0,1.5,6.5,High,6.0
24.0,Female,Other,Graduate,LinkedIn,Education,4.8,147.0,4.5,2.1,6.4,High,6.6
22.0,Male,Germany,Undergraduate,Facebook,Networking,4.4,155.0,2.7,1.3,7.7,Medium,6.7
24.0,Male,Other,Graduate,Instagram,Entertainment,6.7,193.0,1.4,0.7,5.3,Very High,4.6
20.0,Male,Other,Undergraduate,LinkedIn,,6.7,219.0,1.8,2.0,4.6,Very High,4.7
